fighter_id,name,win,lose,draw,nc,height,weight,reach,stance,dob,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,last_updated
2621,Chris Tickle,7,5,0,0,"5' 9""",155 lbs.,N/A,,"Feb 01, 1982",1.07,40%,1.13,43%,1.00,25%,20%,2.0,2018-11-21 22:16:11.438548
2622,Gleison Tibau,40,14,0,0,"5' 10""",155 lbs.,"71""",Southpaw,"Oct 07, 1983",1.95,31%,2.51,63%,4.08,53%,92%,0.8,2018-11-21 22:16:16.012297
2623,Josh Thornburg,7,5,0,0,"6' 0""",170 lbs.,N/A,,"May 24, 1984",1.20,50%,3.13,38%,2.00,66%,42%,2.0,2018-11-21 22:16:19.575905
2624,Simeon Thoresen,17,4,1,0,"6' 1""",170 lbs.,"79""",Orthodox,"Mar 14, 1984",3.85,43%,3.85,64%,1.12,40%,50%,1.7,2018-11-21 22:16:23.174348
2625,Josh Thomson,21,8,0,1,"5' 10""",155 lbs.,"71""",Orthodox,"Sep 21, 1978",2.59,47%,2.12,64%,1.92,39%,54%,1.3,2018-11-21 22:16:27.685606
2626,Stephen Thompson,14,3,1,0,"6' 0""",170 lbs.,"75""",Orthodox,"Feb 11, 1983",3.45,42%,2.51,60%,0.41,45%,78%,0.0,2018-11-21 22:16:31.574815
2627,Oli Thompson,9,4,0,0,"6' 1""",242 lbs.,"75""",Orthodox,"Jan 02, 1980",1.66,46%,5.31,46%,0.00,0%,50%,0.5,2018-11-21 22:16:34.271486
2628,James Thompson,16,14,0,1,"6' 5""",265 lbs.,N/A,Orthodox,"Dec 16, 1978",5.13,52%,3.19,41%,3.14,36%,53%,1.3,2018-11-21 22:16:38.33913
2629,Nick Thompson,38,14,1,0,"6' 1""",170 lbs.,"74""",Orthodox,"Jun 23, 1981",1.87,42%,1.80,49%,1.06,100%,35%,2.6,2018-11-21 22:16:41.85069
2630,Treston Thomison,10,6,0,0,"5' 8""",145 lbs.,N/A,,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 22:16:45.440474
2631,Noah Thomas,14,7,0,0,"5' 9""",135 lbs.,N/A,Orthodox,"Mar 27, 1981",0.44,13%,4.99,33%,0.00,0%,0%,1.3,2018-11-21 22:16:48.81524
2632,Ryan Thomas,12,7,0,0,"6' 0""",170 lbs.,N/A,Orthodox,"Nov 05, 1984",2.01,36%,4.17,30%,5.59,33%,0%,2.2,2018-11-21 22:16:53.401165
2633,Din Thomas,25,8,0,1,"5' 9""",155 lbs.,N/A,Orthodox,"Sep 28, 1976",1.85,37%,2.60,59%,1.38,52%,76%,1.2,2018-11-21 22:16:56.59786
2634,Paulo Thiago,15,8,0,0,"5' 11""",170 lbs.,"73""",Orthodox,"Jan 25, 1981",1.71,39%,1.99,63%,1.42,31%,63%,1.2,2018-11-21 22:16:59.461485
2635,Nik Theotikos,6,2,0,0,N/A,185 lbs.,N/A,Orthodox,N/A,0.00,0%,5.48,19%,0.00,0%,0%,4.8,2018-11-21 22:17:03.39531
2636,Elias Theodorou,16,2,0,0,"6' 1""",185 lbs.,"75""",Orthodox,"May 31, 1988",3.93,42%,1.99,55%,1.58,30%,58%,0.0,2018-11-21 22:17:07.724568
2637,Brandon Thatch,11,5,0,0,"6' 2""",170 lbs.,"74""",Switch,"Jul 11, 1985",2.70,42%,3.63,52%,1.36,66%,50%,0.7,2018-11-21 22:17:11.801384
2638,Jason Thacker,0,1,0,0,"5' 10""",185 lbs.,N/A,Orthodox,"Aug 18, 1975",0.63,33%,17.05,32%,0.00,0%,0%,0.0,2018-11-21 22:17:15.968583
2639,Motonobu Tezuka,19,6,4,0,"5' 7""",135 lbs.,"66""",Southpaw,"Aug 29, 1987",0.87,23%,2.80,51%,1.50,11%,0%,0.5,2018-11-21 22:17:20.264495
2640,Daniel Teymur,6,2,0,0,"5' 5""",145 lbs.,"69""",Orthodox,"Feb 03, 1988",3.80,45%,5.59,55%,0.00,0%,75%,0.0,2018-11-21 22:17:23.677196
2641,David Teymur,8,1,0,0,"5' 9""",155 lbs.,"73""",Southpaw,"May 01, 1989",4.72,42%,3.41,55%,1.04,33%,82%,0.0,2018-11-21 22:17:27.550025
2642,Jeff Terry,2,3,0,0,"6' 2""",205 lbs.,N/A,,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 22:17:29.766574
2643,James Terry,16,8,0,0,"5' 10""",170 lbs.,N/A,Orthodox,"Mar 16, 1981",3.23,32%,4.77,64%,3.31,36%,75%,0.0,2018-11-21 22:17:33.827265
2644,David Terrell,6,2,0,0,"6' 1""",185 lbs.,N/A,Southpaw,"Jan 09, 1978",2.34,63%,2.71,37%,5.54,50%,0%,5.5,2018-11-21 22:17:37.740273
2645,Dave Terrel,7,6,0,0,"5' 8""",170 lbs.,N/A,Southpaw,"May 10, 1978",5.58,44%,5.71,48%,0.00,0%,100%,0.0,2018-11-21 22:17:41.680415
2646,Herman Terrado,8,2,1,0,N/A,170 lbs.,N/A,,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 22:17:46.178209
2647,Tra Telligman,7,5,1,0,"6' 2""",233 lbs.,N/A,Orthodox,"Feb 07, 1965",1.83,35%,3.02,56%,0.87,100%,80%,0.0,2018-11-21 22:17:49.457552
2648,Ewerton Teixeira,3,1,0,0,"6' 1""",242 lbs.,N/A,,"Feb 13, 1982",2.00,39%,3.22,35%,0.00,0%,33%,0.0,2018-11-21 22:17:53.154819
2649,John Teixeira,14,1,1,0,"5' 7""",145 lbs.,N/A,Orthodox,"Nov 18, 1986",3.36,35%,3.20,63%,1.00,27%,71%,0.7,2018-11-21 22:17:56.606902
2650,Glover Teixeira,27,7,0,0,"6' 2""",205 lbs.,"76""",Orthodox,"Oct 28, 1979",3.50,43%,3.57,56%,2.16,46%,60%,0.8,2018-11-21 22:18:00.174702
2651,Shawn Teed,5,1,0,0,"6' 5""",265 lbs.,"79""",Orthodox,"Feb 13, 1992",1.40,42%,13.31,21%,0.00,0%,0%,0.0,2018-11-21 22:18:03.724399
2652,James Te Huna,18,9,0,0,"6' 2""",185 lbs.,"75""",Orthodox,"Sep 29, 1981",4.04,51%,2.99,62%,2.75,37%,58%,0.2,2018-11-21 22:18:07.028219
2653,J.T Taylor,7,7,0,0,"5' 10""",N/A,N/A,,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 22:18:10.496135
2654,Danielle Taylor,9,4,0,0,"5' 0""",115 lbs.,"60""",Orthodox,"Oct 25, 1989",2.75,29%,3.31,71%,0.20,20%,70%,0.2,2018-11-21 22:18:13.947857
2655,Anthony Taylor,1,3,0,0,"5' 7""",145 lbs.,N/A,,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 22:18:15.950284
2656,Louis Taylor,11,3,0,0,"5' 11""",185 lbs.,"74""",Orthodox,"May 12, 1979",2.06,32%,1.24,68%,2.48,28%,100%,0.0,2018-11-21 22:18:19.18096
2657,Torrance Taylor,10,7,1,0,"5' 7""",155 lbs.,N/A,,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 22:18:22.680898
2658,Jesse Taylor,33,15,0,0,"6' 0""",170 lbs.,"73""",Orthodox,"Jan 02, 1983",1.94,65%,0.55,38%,7.28,50%,100%,3.1,2018-11-21 22:18:27.192317
2659,Paul Taylor,11,6,1,1,"6' 0""",155 lbs.,"72""",Orthodox,"Dec 15, 1979",4.44,47%,4.47,55%,0.27,25%,56%,0.5,2018-11-21 22:18:29.682343
2660,Brad Tavares,17,6,0,0,"6' 1""",185 lbs.,"74""",Orthodox,"Dec 21, 1987",3.02,40%,2.73,55%,1.04,27%,77%,0.0,2018-11-21 22:18:33.152471
2661,Jeremy Tavares,1,5,0,0,N/A,135 lbs.,N/A,,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 22:18:36.704327
2662,Thiago Tavares,24,7,1,0,"5' 7""",145 lbs.,"68""",Orthodox,"Nov 08, 1984",2.00,40%,2.31,62%,3.83,42%,62%,1.5,2018-11-21 22:18:40.828293
2663,Deividas Taurosevicius,13,5,0,0,"5' 9""",145 lbs.,"68""",Southpaw,"Aug 28, 1977",2.13,43%,1.82,59%,2.00,28%,50%,0.3,2018-11-21 22:18:45.502361
2664,Miesha Tate,18,7,0,0,"5' 6""",135 lbs.,"65""",Orthodox,"Aug 18, 1986",1.93,41%,2.71,50%,2.06,31%,52%,1.6,2018-11-21 22:18:48.758743
2665,Gary Tapusoa,6,2,0,0,"5' 7""",185 lbs.,N/A,,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 22:18:52.181295
2666,Manny Tapia,11,4,1,0,"5' 5""",135 lbs.,"67""",Orthodox,"Mar 14, 1981",2.69,21%,4.74,58%,0.49,40%,66%,0.2,2018-11-21 22:18:56.249822
2667,Evan Tanner,32,8,0,0,"6' 0""",185 lbs.,"74""",Orthodox,"Feb 11, 1971",3.05,59%,2.64,56%,2.55,43%,25%,1.3,2018-11-21 22:18:59.21721
2668,Michinori Tanaka,11,3,0,0,"5' 5""",135 lbs.,"67""",Orthodox,"Oct 04, 1990",1.97,37%,1.99,50%,2.40,38%,43%,0.2,2018-11-21 22:19:01.948398
2669,Akihito Tanaka,2,2,0,0,N/A,N/A,N/A,Southpaw,N/A,0.19,50%,2.05,38%,5.59,66%,0%,0.0,2018-11-21 22:19:05.703895
2670,Jason Tan,5,3,0,0,"5' 10""",170 lbs.,N/A,Orthodox,"Dec 17, 1981",0.69,29%,7.37,18%,0.00,0%,0%,0.0,2018-11-21 22:19:09.595438
2671,Issei Tamura,7,4,0,0,"5' 5""",135 lbs.,"63""",Orthodox,"Mar 12, 1984",1.89,53%,4.58,44%,0.92,25%,33%,0.0,2018-11-21 22:19:14.044491
2672,Akitoshi Tamura,16,11,2,0,"5' 9""",135 lbs.,"70""",Orthodox,"May 31, 1980",3.73,43%,1.94,78%,0.00,0%,20%,1.0,2018-11-21 22:19:16.689936
2673,Kiyoshi Tamura,32,13,3,0,"5' 11""",185 lbs.,N/A,Southpaw,"Dec 17, 1969",2.44,53%,1.44,60%,0.58,60%,45%,0.2,2018-11-21 22:19:20.399643
2674,Eli Tamez,10,0,0,0,"5' 7""",135 lbs.,N/A,,"Aug 22, 1985",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 22:19:23.650554
2675,Tsuyoshi Tamakairiki,0,3,0,0,"6' 0""",220 lbs.,N/A,Orthodox,N/A,0.00,0%,26.67,50%,0.00,0%,0%,0.0,2018-11-21 22:19:27.804884
2676,Nordine Taleb,14,6,0,0,"6' 1""",170 lbs.,"74""",Orthodox,"Jun 10, 1981",3.42,54%,2.52,67%,2.30,76%,71%,0.0,2018-11-21 22:19:32.195843
2677,Oleg Taktarov,17,5,2,0,"6' 0""",210 lbs.,N/A,Orthodox,"Aug 26, 1967",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 22:19:36.203321
2678,Makoto Takimoto,6,5,0,0,"5' 7""",205 lbs.,N/A,Southpaw,"Dec 08, 1979",1.37,39%,1.71,55%,1.48,50%,25%,1.1,2018-11-21 22:19:40.221319
2679,Yoshihiro Takayama,1,4,0,0,"6' 5""",280 lbs.,N/A,Orthodox,"Sep 19, 1968",3.40,54%,5.69,29%,0.67,33%,55%,0.0,2018-11-21 22:19:42.792917
2680,Hiroyuki Takaya,16,10,1,0,"5' 6""",139 lbs.,N/A,Orthodox,"Jun 10, 1977",3.18,33%,3.16,60%,0.90,45%,66%,0.0,2018-11-21 22:19:47.117612
2681,Daiju Takase,9,13,2,0,"6' 0""",170 lbs.,N/A,Southpaw,"Apr 20, 1978",0.49,30%,1.64,47%,0.84,17%,21%,1.2,2018-11-21 22:19:50.695641
2682,Yoko Takahashi,15,12,2,0,"5' 8""",150 lbs.,N/A,,"Apr 20, 1973",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 22:19:54.617862
2683,Yoshiki Takahashi,29,25,3,1,"5' 11""",199 lbs.,N/A,Southpaw,"Mar 13, 1969",2.26,51%,6.47,44%,0.00,0%,66%,2.3,2018-11-21 22:19:58.623201
2684,Nobuhiko Takada,2,6,2,0,"6' 0""",220 lbs.,N/A,Southpaw,"Apr 12, 1962",0.31,24%,1.92,39%,1.15,20%,0%,0.0,2018-11-21 22:20:02.237819
2685,Mairbek Taisumov,27,5,0,0,"5' 9""",155 lbs.,"73""",Orthodox,"Aug 08, 1988",2.88,41%,2.02,63%,1.66,77%,87%,0.0,2018-11-21 22:20:06.167357
2686,Joe Taimanglo,23,7,1,0,"5' 4""",135 lbs.,N/A,,"Jun 27, 1984",4.18,42%,4.55,59%,5.45,40%,100%,1.4,2018-11-21 22:20:10.096212
2687,Khalid Taha,12,2,0,0,"5' 5""",145 lbs.,"69""",Orthodox,"Feb 15, 1992",2.13,56%,3.00,34%,0.00,0%,45%,0.0,2018-11-21 22:20:14.427552
2688,Eugenio Tadeu,2,3,0,1,"5' 8""",160 lbs.,N/A,Orthodox,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 22:20:18.689652
2689,Amber Tackett,1,3,0,0,N/A,115 lbs.,N/A,,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 22:20:21.839115
2690,Osamu Tachihikari,0,4,0,0,"6' 5""",300 lbs.,N/A,Orthodox,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 22:20:24.870389
2691,Tony Sylvester,11,3,0,0,"6' 1""",225 lbs.,N/A,Southpaw,"Jan 27, 1978",0.00,0%,10.12,12%,0.00,0%,0%,0.0,2018-11-21 22:20:27.796438
2692,Leo Sylvest,10,26,0,0,"5' 11""",205 lbs.,N/A,Orthodox,"Sep 03, 1973",0.00,0%,6.58,27%,0.00,0%,0%,0.0,2018-11-21 22:20:32.046624
2693,Bentley Syler,5,1,0,0,"5' 4""",125 lbs.,"68""",Orthodox,"Dec 22, 1982",1.30,18%,1.73,79%,0.00,0%,75%,0.0,2018-11-21 22:20:35.518621
2694,Floyd Sword,12,3,0,0,"6' 0""",185 lbs.,N/A,Orthodox,"Aug 24, 1976",0.78,42%,1.57,40%,0.00,0%,33%,0.0,2018-11-21 22:20:38.662939
2695,Mike Swick,15,6,0,0,"6' 1""",170 lbs.,"77""",Orthodox,"Jun 19, 1979",2.36,37%,2.29,54%,1.06,50%,61%,0.6,2018-11-21 22:20:41.563758
2696,Cub Swanson,25,10,0,0,"5' 8""",145 lbs.,"70""",Orthodox,"Nov 02, 1983",4.16,49%,3.28,62%,1.17,52%,60%,0.5,2018-11-21 22:20:45.62083
2697,Martin Svensson,14,6,0,0,"6' 1""",155 lbs.,"72""",,"Apr 25, 1985",2.02,38%,5.91,38%,0.00,0%,0%,0.0,2018-11-21 22:20:49.182466
2698,Chad Sutton,2,2,0,0,"6' 1""",185 lbs.,N/A,,"Aug 07, 1982",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 22:20:51.759106
2699,Joel Sutton,2,4,1,0,"5' 11""",205 lbs.,N/A,Orthodox,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 22:20:55.542452
2700,Jason Suttie,0,1,0,0,"6' 0""",210 lbs.,N/A,Orthodox,"Aug 07, 1973",2.07,83%,4.97,36%,0.00,0%,0%,0.0,2018-11-21 22:20:57.474348
2701,Aji Susilo,6,4,0,0,"5' 10""",155 lbs.,N/A,,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 22:21:01.736797
2702,Justin Sumter,6,1,0,0,"6' 2""",185 lbs.,"80""",Southpaw,"Nov 16, 1989",1.38,50%,2.77,37%,4.15,100%,0%,0.0,2018-11-21 22:21:06.033632
2703,Magomed Sultanakhmedov,16,5,0,0,"6' 2""",185 lbs.,N/A,Southpaw,N/A,0.00,0%,2.40,42%,9.00,100%,0%,9.0,2018-11-21 22:21:09.930402
2704,Amar Suloev,24,7,0,0,"5' 9""",183 lbs.,N/A,Orthodox,"Jul 01, 1976",1.98,37%,2.19,70%,0.27,100%,88%,0.3,2018-11-21 22:21:14.256062
2705,George Sullivan,17,7,0,1,"6' 0""",170 lbs.,"73""",Orthodox,"Mar 13, 1981",3.53,39%,2.42,57%,1.37,20%,38%,0.7,2018-11-21 22:21:16.914023
2706,Naho Sugiyuma,12,5,0,0,"5' 1""",105 lbs.,N/A,,"Feb 03, 1978",2.59,48%,2.45,71%,2.05,100%,66%,0.0,2018-11-21 22:21:19.394582
2707,Takashi Sugiura,1,3,0,0,"5' 11""",225 lbs.,N/A,Southpaw,"May 31, 1970",1.37,40%,2.08,53%,1.33,66%,0%,0.0,2018-11-21 22:21:23.438476
2708,Daisuke Sugie,10,8,1,0,"5' 6""",160 lbs.,N/A,Orthodox,N/A,0.00,0%,0.22,80%,3.27,50%,0%,3.3,2018-11-21 22:21:26.737004
2709,Genki Sudo,15,4,2,0,"5' 9""",155 lbs.,N/A,Orthodox,"Mar 08, 1978",1.55,39%,2.23,33%,3.58,60%,50%,4.2,2018-11-21 22:21:29.515063
2710,Masanori Suda,22,11,3,0,"5' 9""",183 lbs.,N/A,Orthodox,N/A,1.80,50%,1.20,63%,0.00,0%,60%,0.0,2018-11-21 22:21:33.264446
2711,Tatiana Suarez,8,0,0,0,"5' 5""",115 lbs.,"67""",,"Dec 19, 1990",4.75,73%,0.72,42%,7.50,81%,100%,0.8,2018-11-21 22:21:37.590654
2712,Mudaerji Su,10,3,0,0,"5' 7""",135 lbs.,"72""",Southpaw,"Jan 20, 1996",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 22:21:41.587869
2713,Kyle Sturgeon,0,1,0,0,"6' 3""",225 lbs.,N/A,Switch,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 22:21:45.949658
2714,Mike Stumpf,11,4,0,0,"5' 10""",170 lbs.,"71""",,"Aug 01, 1986",3.34,43%,8.85,47%,1.59,25%,33%,0.8,2018-11-21 22:21:49.38393
2715,Josh Stuart,1,4,0,0,"5' 9""",160 lbs.,N/A,,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 22:21:53.776076
2716,Stefan Struve,32,11,0,0,"6' 11""",265 lbs.,"84""",Orthodox,"Feb 18, 1988",3.14,45%,3.92,47%,0.54,50%,54%,1.8,2018-11-21 22:21:57.417541
2717,Hans Stringer,22,7,3,0,"6' 3""",205 lbs.,"73""",Orthodox,"Jul 06, 1987",3.16,61%,2.84,41%,2.40,36%,62%,0.0,2018-11-21 22:22:00.834753
2718,Sean Strickland,20,3,0,0,"6' 1""",170 lbs.,"76""",Orthodox,"Feb 27, 1991",4.34,35%,3.62,64%,1.37,57%,81%,0.5,2018-11-21 22:22:04.525411
2719,Gerald Strebendt,9,7,0,0,"5' 9""",155 lbs.,N/A,Orthodox,"Mar 01, 1979",0.00,0%,4.00,38%,0.00,0%,0%,16.4,2018-11-21 22:22:08.1431
2720,Daniel Straus,24,7,0,1,"5' 7""",145 lbs.,"71""",,"Jul 27, 1984",4.76,43%,2.99,57%,0.84,15%,81%,1.1,2018-11-21 22:22:12.458036
2721,Dave Strasser,25,8,4,0,"5' 10""",170 lbs.,N/A,Orthodox,"Jul 13, 1969",3.04,45%,1.88,59%,0.72,33%,33%,0.0,2018-11-21 22:22:16.151461
2722,Gennaro Strangis,0,1,0,0,N/A,N/A,N/A,,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 22:22:20.11376
2723,Tim Stout,12,10,0,0,"5' 11""",185 lbs.,N/A,,"Feb 09, 1979",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 22:22:24.480006
2724,Sam Stout,21,12,1,0,"5' 9""",155 lbs.,"70""",Orthodox,"Apr 23, 1984",4.17,28%,4.08,57%,0.63,38%,77%,0.1,2018-11-21 22:22:30.225222
2725,Curtis Stout,11,12,1,0,"6' 1""",185 lbs.,N/A,Southpaw,"Nov 07, 1973",0.69,67%,3.20,29%,0.00,0%,20%,0.0,2018-11-21 22:22:32.034188
2726,Greg Stott,0,1,0,0,"5' 7""",220 lbs.,N/A,Southpaw,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 22:22:34.986166
2727,Darko Stosic,13,1,0,0,"6' 0""",205 lbs.,"76""",Orthodox,"Feb 09, 1992",2.80,56%,1.24,75%,0.00,0%,100%,0.0,2018-11-21 22:22:37.404658
2728,Rick Story,19,9,0,0,"5' 9""",170 lbs.,"71""",Southpaw,"Aug 28, 1984",3.80,41%,2.17,62%,2.53,48%,63%,0.9,2018-11-21 22:22:41.29234
2729,George Stork,6,4,0,0,"5' 10""",185 lbs.,N/A,,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 22:22:45.486731
2730,Ryan Stonitsch,8,1,0,0,"5' 9""",170 lbs.,N/A,Southpaw,"Feb 03, 1977",2.53,36%,2.53,71%,0.00,0%,0%,0.0,2018-11-21 22:22:48.847735
2731,Ken Stone,11,4,0,0,"5' 8""",135 lbs.,"71""",,"Oct 08, 1982",3.85,49%,2.90,48%,1.24,33%,60%,0.6,2018-11-21 22:22:52.498735
2732,Julija Stoliarenko,4,2,2,0,"5' 7""",135 lbs.,N/A,,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 22:22:55.678823
2733,Denis Stojnic,9,3,0,1,"6' 0""",245 lbs.,N/A,Orthodox,"Feb 02, 1980",1.51,23%,6.06,36%,0.00,0%,80%,1.0,2018-11-21 22:23:00.188315
2734,Lazar Stojadinovic,12,5,0,0,"5' 7""",145 lbs.,"68""",Southpaw,"Mar 22, 1989",1.82,29%,1.97,59%,0.00,0%,0%,0.0,2018-11-21 22:23:03.374215
2735,Dan Stittgen,7,3,0,0,"6' 1""",170 lbs.,N/A,Orthodox,"Nov 17, 1980",2.97,46%,4.42,37%,0.78,100%,100%,0.0,2018-11-21 22:23:07.152394
2736,Tyler Stinson,22,8,0,0,"6' 3""",170 lbs.,N/A,,"Jan 17, 1986",2.80,23%,4.60,56%,0.50,100%,0%,0.5,2018-11-21 22:23:11.181669
2737,Alex Stiebling,18,11,1,1,"6' 2""",205 lbs.,N/A,Southpaw,N/A,1.47,41%,1.03,57%,0.22,100%,63%,0.9,2018-11-21 22:23:14.872245
2738,Kyle Stewart,7,0,0,0,"6' 0""",170 lbs.,"76""",Orthodox,"Jan 31, 1989",1.31,43%,2.24,52%,5.61,100%,100%,0.0,2018-11-21 22:23:18.032103
2739,Darren Stewart,9,3,0,1,"6' 0""",185 lbs.,"74""",Orthodox,"Dec 30, 1990",3.21,42%,3.09,54%,2.14,42%,65%,0.0,2018-11-21 22:23:22.007134
2740,Luke Stewart,6,3,0,0,"5' 11""",170 lbs.,N/A,Orthodox,N/A,3.75,56%,2.34,53%,3.75,33%,50%,1.9,2018-11-21 22:23:25.977979
2741,Maia Stevenson,6,5,0,0,"5' 4""",115 lbs.,"62""",Orthodox,"Mar 19, 1982",1.57,54%,3.13,33%,3.91,100%,50%,0.0,2018-11-21 22:23:29.904985
2742,Joe Stevenson,31,14,0,0,"5' 7""",145 lbs.,"70""",Orthodox,"Jun 15, 1982",2.05,44%,2.44,60%,2.75,44%,39%,2.2,2018-11-21 22:23:33.680545
2743,Marc Stevens,14,6,0,0,"5' 9""",155 lbs.,N/A,,N/A,0.45,26%,1.79,46%,0.00,0%,0%,0.0,2018-11-21 22:23:36.911126
2744,Aljamain Sterling,16,3,0,0,"5' 7""",135 lbs.,"71""",Orthodox,"Jul 31, 1989",3.89,49%,1.43,68%,2.33,36%,51%,1.0,2018-11-21 22:23:41.29122
2745,Jeremy Stephens,28,15,0,0,"5' 8""",145 lbs.,"71""",Orthodox,"May 25, 1986",3.10,40%,2.76,59%,1.16,36%,64%,0.4,2018-11-21 22:23:44.248737
2746,Dmitri Stepanov,0,1,0,0,"6' 3""",217 lbs.,N/A,Orthodox,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 22:23:48.085931
2747,Ray Steinbeiss,14,7,0,0,"5' 11""",170 lbs.,N/A,Orthodox,"Sep 12, 1979",0.00,0%,0.00,100%,0.00,0%,0%,0.0,2018-11-21 22:23:52.578664
2748,Steve Steinbeiss,7,4,0,0,"6' 3""",185 lbs.,"75""",Orthodox,"May 05, 1981",3.92,55%,1.86,49%,0.44,50%,58%,0.0,2018-11-21 22:23:57.368693
2749,Eric Steenberg,5,1,0,0,N/A,155 lbs.,N/A,,"Jun 22, 1983",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 22:24:00.110562
2750,Dominique Steele,14,9,0,0,"5' 10""",170 lbs.,"74""",Orthodox,"Jan 27, 1988",2.32,49%,2.42,50%,2.95,42%,76%,0.0,2018-11-21 22:24:03.941288
2751,Adam Steele,0,1,0,0,N/A,170 lbs.,N/A,,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 22:24:07.46233
2752,Damian Stasiak,10,6,0,0,"5' 5""",135 lbs.,"70""",Orthodox,"Feb 20, 1990",1.86,36%,3.10,52%,2.64,35%,43%,0.6,2018-11-21 22:24:11.428561
2753,Laureano Staropoli,8,1,0,0,"6' 0""",170 lbs.,N/A,Orthodox,"Feb 27, 1993",6.47,35%,4.60,59%,0.00,0%,0%,0.0,2018-11-21 22:24:15.596912
2754,Kalib Starnes,12,7,1,0,"6' 3""",185 lbs.,"74""",Orthodox,"Jan 06, 1975",2.71,48%,4.43,53%,1.46,33%,25%,0.6,2018-11-21 22:24:19.957304
2755,Clifford Starks,8,2,0,0,"6' 0""",185 lbs.,"77""",Orthodox,"Apr 25, 1981",1.94,33%,2.49,58%,1.94,100%,60%,0.0,2018-11-21 22:24:24.223604
2756,Lucas Stark,2,5,0,0,N/A,155 lbs.,N/A,,N/A,1.60,25%,3.20,66%,12.00,100%,0%,0.0,2018-11-21 22:24:28.639612
2757,Dion Staring,24,8,0,0,"6' 1""",235 lbs.,N/A,Orthodox,"Jun 09, 1978",1.09,37%,5.00,47%,0.00,0%,33%,0.0,2018-11-21 22:24:32.863359
2758,Josh Stansbury,8,5,0,0,"6' 2""",205 lbs.,"74""",,"Nov 19, 1984",3.22,54%,3.54,54%,0.00,0%,87%,1.0,2018-11-21 22:24:37.367377
2759,Brian Stann,12,6,0,0,"6' 1""",205 lbs.,"74""",Orthodox,"Sep 24, 1980",3.28,42%,2.65,59%,0.12,12%,60%,0.3,2018-11-21 22:24:41.064916
2760,Cristina Stanciu,5,2,0,0,"5' 3""",115 lbs.,"64""",Orthodox,"Mar 29, 1994",2.50,50%,3.07,52%,0.85,100%,40%,1.7,2018-11-21 22:24:45.029544
2761,Cody Stamann,17,2,0,0,"5' 6""",135 lbs.,"64""",Orthodox,"Nov 09, 1989",4.97,49%,3.45,62%,4.19,71%,88%,0.0,2018-11-21 22:24:48.213255
2762,Ron Stallings,13,8,0,1,"6' 2""",170 lbs.,"75""",Southpaw,"Jan 25, 1983",3.22,60%,3.26,51%,0.00,0%,71%,0.0,2018-11-21 22:24:52.157731
2763,Andreas Stahl,9,2,0,0,"5' 11""",170 lbs.,"73""",Orthodox,"May 20, 1988",2.83,37%,4.74,57%,1.55,66%,80%,0.0,2018-11-21 22:24:56.325651
2764,Bobby Stack,8,2,0,0,"5' 9""",155 lbs.,N/A,Orthodox,N/A,1.00,20%,2.89,34%,7.48,45%,100%,0.0,2018-11-21 22:24:59.981979
2765,Georges St-Pierre,26,2,0,0,"5' 11""",185 lbs.,"76""",Orthodox,"May 19, 1981",3.78,53%,1.40,72%,4.16,74%,83%,1.1,2018-11-21 22:25:05.253211
